season,batter,balls_faced,runs,avg_pos,matches,made_playoffs,position_group
2021,S Aravind,42,40,4.357142857142857,5,0,Middle Order (4-5)
2021,S Arun,76,65,1.2105263157894737,5,0,Opener (1-2)
2021,S Dinesh,71,71,1.0,6,0,Opener (1-2)
2021,S Harish Kumar,49,72,6.6938775510204085,7,1,Finisher (6+)
2021,S Santosh Shiv,45,52,1.0,4,1,Opener (1-2)
2021,S Siddharth,79,90,2.0,5,0,Opener (1-2)
2021,S Sujay,36,28,4.055555555555555,4,0,Middle Order (4-5)
2021,S Swaminathan,39,42,6.6923076923076925,8,1,Finisher (6+)
2021,Sundararaman Radhakrishnan,130,156,3.0076923076923077,5,1,Middle Order (4-5)
2021,Suresh Lokeshwar,44,32,2.590909090909091,4,1,Top Order (3)
2021,Tushar Raheja,48,42,4.5,5,0,Middle Order (4-5)
2021,U Mukilesh,52,52,5.230769230769231,5,1,Finisher (6+)
2021,Umashankar Sushil,55,55,4.290909090909091,5,0,Middle Order (4-5)
2021,Uthirasamy Sasidev,150,163,4.573333333333333,9,1,Middle Order (4-5)
2021,VP Amit Sathvik,167,197,1.347305389221557,9,1,Opener (1-2)
2021,Vijay Shankar,134,160,3.4029850746268657,6,0,Middle Order (4-5)
2021,Wenseslaus Antony Dhas,88,109,5.159090909090909,7,1,Finisher (6+)
2022, Sriram Ajith Ram,13,13,9.692307692307692,4,1,Finisher (6+)
2022,Abhishek Baljeetsingh Tanwar,41,66,7.146341463414634,6,1,Finisher (6+)
2022,Adithya Ganesh,98,103,4.316326530612245,5,0,Middle Order (4-5)
2022,Andimani Ganga Pradeep,34,42,4.4411764705882355,4,0,Middle Order (4-5)
2022,Antony Chandrasekaran Aswin Crist,33,32,9.0,5,0,Finisher (6+)
2022,Baba Aparajith,274,396,3.0,9,1,Top Order (3)
2022,Baba Indrajith,81,91,4.7407407407407405,7,1,Middle Order (4-5)
2022,Balchander Anirudh,123,151,2.9186991869918697,7,1,Top Order (3)
2022,Bhardwaj Sai Sudharsan,239,336,3.0,9,1,Top Order (3)
2022,Chezhian Nishaanth,134,172,1.992537313432836,7,0,Opener (1-2)
2022,Daryl Sunder Ferrario,134,144,4.1716417910447765,7,0,Middle Order (4-5)
2022,Ganga Sridhar Raju,205,230,1.0,9,1,Opener (1-2)
2022,Guruswamy Ajitesh,53,129,5.754716981132075,5,1,Finisher (6+)
2022,Hari Gopinath,109,146,1.4036697247706422,7,0,Opener (1-2)
2022,Jafar Jamal,47,34,4.042553191489362,5,0,Middle Order (4-5)
2022,Jagatheesan Kousik,109,102,4.954128440366972,8,1,Middle Order (4-5)
2022,Jayaraman Suresh Kumar,252,398,2.0,10,1,Opener (1-2)
2022,K Mani Bharathi,134,131,3.708955223880597,7,0,Middle Order (4-5)
2022,K Rajkumar,51,56,2.9215686274509802,4,0,Top Order (3)
2022,K Vishal Vaidhya,146,196,1.4109589041095891,6,0,Opener (1-2)
2022,Karaparambil Satish Monish,37,54,6.837837837837838,4,0,Finisher (6+)
2022,Kaushik Mohan Gandhi,205,226,1.0,9,1,Opener (1-2)
2022,Konda Bhaskir Arun Karthik,230,293,1.7956521739130435,8,1,Opener (1-2)
2022,Laxmesha Suryaprakash,197,232,1.6091370558375635,8,1,Opener (1-2)
2022,M Mathivannan,27,34,8.0,4,0,Finisher (6+)
